product_id,product_type,apr,risk_level,annual_fee,min_income_required,description
658,installment_loan,0.1567789343212388,3,0,60000,"Installment loan with approximately 15.7% APR and annual fee 0 USD, suitable for medium to large purchases."
659,savings_account,0.0107642174504433,1,0,60000,"Savings account offering about 1.08% interest rate, ideal for low-risk savings and emergency funds."
660,savings_account,0.0183822246114341,1,100,20000,"Savings account offering about 1.84% interest rate, ideal for low-risk savings and emergency funds."
661,credit_card,0.2002785222123663,4,0,20000,"Credit card product with around 20.0% APR and annual fee 0 USD, designed for everyday spending."
662,insurance,0.0113038954957678,2,0,80000,Insurance policy product providing financial protection against unexpected events.
663,credit_card,0.1826969439083857,4,0,60000,"Credit card product with around 18.3% APR and annual fee 0 USD, designed for everyday spending."
664,credit_card,0.1975488803553119,4,25,20000,"Credit card product with around 19.8% APR and annual fee 25 USD, designed for everyday spending."
665,installment_loan,0.1379987794572849,3,0,60000,"Installment loan with approximately 13.8% APR and annual fee 0 USD, suitable for medium to large purchases."
666,savings_account,0.0094911083100705,1,25,20000,"Savings account offering about 0.95% interest rate, ideal for low-risk savings and emergency funds."
667,savings_account,0.0203497601736023,1,0,80000,"Savings account offering about 2.03% interest rate, ideal for low-risk savings and emergency funds."
668,savings_account,0.0261386626498192,1,0,80000,"Savings account offering about 2.61% interest rate, ideal for low-risk savings and emergency funds."
669,credit_card,0.1957996505365077,4,0,80000,"Credit card product with around 19.6% APR and annual fee 0 USD, designed for everyday spending."
670,savings_account,0.0002225425948401,1,0,80000,"Savings account offering about 0.02% interest rate, ideal for low-risk savings and emergency funds."
671,credit_card,0.216116377943554,4,25,20000,"Credit card product with around 21.6% APR and annual fee 25 USD, designed for everyday spending."
672,savings_account,0.0219344333921193,1,0,80000,"Savings account offering about 2.19% interest rate, ideal for low-risk savings and emergency funds."
673,installment_loan,0.1531174361295968,3,25,60000,"Installment loan with approximately 15.3% APR and annual fee 25 USD, suitable for medium to large purchases."
674,savings_account,0.0252053353747403,1,25,80000,"Savings account offering about 2.52% interest rate, ideal for low-risk savings and emergency funds."
675,credit_card,0.1914496035236023,4,0,80000,"Credit card product with around 19.1% APR and annual fee 0 USD, designed for everyday spending."
676,credit_card,0.2109362333779823,4,0,40000,"Credit card product with around 21.1% APR and annual fee 0 USD, designed for everyday spending."
677,installment_loan,0.1509370814550685,3,0,60000,"Installment loan with approximately 15.1% APR and annual fee 0 USD, suitable for medium to large purchases."
678,savings_account,0.0172231648836381,1,50,80000,"Savings account offering about 1.72% interest rate, ideal for low-risk savings and emergency funds."
679,savings_account,0.0271894816007276,1,0,60000,"Savings account offering about 2.72% interest rate, ideal for low-risk savings and emergency funds."
680,credit_card,0.1994346672789591,4,0,60000,"Credit card product with around 19.9% APR and annual fee 0 USD, designed for everyday spending."
681,installment_loan,0.1369360207162385,3,0,80000,"Installment loan with approximately 13.7% APR and annual fee 0 USD, suitable for medium to large purchases."
682,insurance,0.0,2,25,80000,Insurance policy product providing financial protection against unexpected events.
683,installment_loan,0.1724522091583739,3,100,40000,"Installment loan with approximately 17.2% APR and annual fee 100 USD, suitable for medium to large purchases."
684,savings_account,0.0227082171211031,1,25,20000,"Savings account offering about 2.27% interest rate, ideal for low-risk savings and emergency funds."
685,credit_card,0.2006244151979319,4,25,80000,"Credit card product with around 20.1% APR and annual fee 25 USD, designed for everyday spending."
686,credit_card,0.2065975007855694,4,0,60000,"Credit card product with around 20.7% APR and annual fee 0 USD, designed for everyday spending."
687,savings_account,0.0246670083624742,1,100,60000,"Savings account offering about 2.47% interest rate, ideal for low-risk savings and emergency funds."
688,installment_loan,0.1412619287973304,3,100,80000,"Installment loan with approximately 14.1% APR and annual fee 100 USD, suitable for medium to large purchases."
689,insurance,0.0010529333572414,2,50,60000,Insurance policy product providing financial protection against unexpected events.
690,insurance,0.0,2,0,40000,Insurance policy product providing financial protection against unexpected events.
691,installment_loan,0.1665474767805242,3,25,20000,"Installment loan with approximately 16.7% APR and annual fee 25 USD, suitable for medium to large purchases."
692,savings_account,0.0241409610629227,1,0,20000,"Savings account offering about 2.41% interest rate, ideal for low-risk savings and emergency funds."
693,savings_account,0.0239995545751184,1,100,80000,"Savings account offering about 2.40% interest rate, ideal for low-risk savings and emergency funds."
694,credit_card,0.2024797687733205,4,0,60000,"Credit card product with around 20.2% APR and annual fee 0 USD, designed for everyday spending."
695,installment_loan,0.1437218707231207,3,25,40000,"Installment loan with approximately 14.4% APR and annual fee 25 USD, suitable for medium to large purchases."
696,insurance,0.0216976426432719,2,50,20000,Insurance policy product providing financial protection against unexpected events.
697,savings_account,0.0234197463246495,1,25,40000,"Savings account offering about 2.34% interest rate, ideal for low-risk savings and emergency funds."
698,credit_card,0.1932985415259097,4,50,40000,"Credit card product with around 19.3% APR and annual fee 50 USD, designed for everyday spending."
699,installment_loan,0.1473870905684919,3,50,60000,"Installment loan with approximately 14.7% APR and annual fee 50 USD, suitable for medium to large purchases."
700,insurance,0.0066803103706284,2,50,80000,Insurance policy product providing financial protection against unexpected events.
701,insurance,0.0064093767473661,2,25,20000,Insurance policy product providing financial protection against unexpected events.
702,credit_card,0.1986594688760622,4,25,20000,"Credit card product with around 19.9% APR and annual fee 25 USD, designed for everyday spending."
703,credit_card,0.1946699824480839,4,0,40000,"Credit card product with around 19.5% APR and annual fee 0 USD, designed for everyday spending."
704,installment_loan,0.1521205074913603,3,25,20000,"Installment loan with approximately 15.2% APR and annual fee 25 USD, suitable for medium to large purchases."
705,installment_loan,0.1424317331698638,3,0,60000,"Installment loan with approximately 14.2% APR and annual fee 0 USD, suitable for medium to large purchases."
706,savings_account,0.0128540720697092,1,0,60000,"Savings account offering about 1.29% interest rate, ideal for low-risk savings and emergency funds."
707,installment_loan,0.1418989922627189,3,0,20000,"Installment loan with approximately 14.2% APR and annual fee 0 USD, suitable for medium to large purchases."
708,installment_loan,0.142945771449842,3,0,80000,"Installment loan with approximately 14.3% APR and annual fee 0 USD, suitable for medium to large purchases."
709,credit_card,0.1890903584195025,4,25,80000,"Credit card product with around 18.9% APR and annual fee 25 USD, designed for everyday spending."
710,installment_loan,0.1428746311077681,3,25,80000,"Installment loan with approximately 14.3% APR and annual fee 25 USD, suitable for medium to large purchases."
711,savings_account,0.0134555599980929,1,25,80000,"Savings account offering about 1.35% interest rate, ideal for low-risk savings and emergency funds."
712,insurance,0.0,2,50,40000,Insurance policy product providing financial protection against unexpected events.
713,savings_account,0.0117931959982795,1,25,80000,"Savings account offering about 1.18% interest rate, ideal for low-risk savings and emergency funds."
714,installment_loan,0.1685362193887115,3,50,20000,"Installment loan with approximately 16.9% APR and annual fee 50 USD, suitable for medium to large purchases."
715,installment_loan,0.1462690502803924,3,0,20000,"Installment loan with approximately 14.6% APR and annual fee 0 USD, suitable for medium to large purchases."
716,credit_card,0.1801555109341612,4,0,20000,"Credit card product with around 18.0% APR and annual fee 0 USD, designed for everyday spending."
717,insurance,0.0008927764766342,2,25,60000,Insurance policy product providing financial protection against unexpected events.
718,credit_card,0.2078236818236377,4,25,40000,"Credit card product with around 20.8% APR and annual fee 25 USD, designed for everyday spending."
719,installment_loan,0.1447608165846143,3,25,20000,"Installment loan with approximately 14.5% APR and annual fee 25 USD, suitable for medium to large purchases."
720,credit_card,0.2026215754394227,4,0,40000,"Credit card product with around 20.3% APR and annual fee 0 USD, designed for everyday spending."
721,savings_account,0.0262909945919648,1,25,80000,"Savings account offering about 2.63% interest rate, ideal for low-risk savings and emergency funds."
